time,State,Value,Variable,Date,Month,Year,State_Code
1925-08-01,Alabama,80.4,Average Temperature,1925-08-01,8,1925,AL
1925-09-01,Alabama,83.1,Average Temperature,1925-09-01,9,1925,AL
1925-10-01,Alabama,64.8,Average Temperature,1925-10-01,10,1925,AL
1925-11-01,Alabama,51.8,Average Temperature,1925-11-01,11,1925,AL
1925-12-01,Alabama,44.0,Average Temperature,1925-12-01,12,1925,AL
1926-01-01,Alabama,43.8,Average Temperature,1926-01-01,1,1926,AL
1926-02-01,Alabama,50.1,Average Temperature,1926-02-01,2,1926,AL
1926-03-01,Alabama,49.0,Average Temperature,1926-03-01,3,1926,AL
1926-04-01,Alabama,60.4,Average Temperature,1926-04-01,4,1926,AL
1926-05-01,Alabama,70.0,Average Temperature,1926-05-01,5,1926,AL
1926-06-01,Alabama,77.3,Average Temperature,1926-06-01,6,1926,AL
1926-07-01,Alabama,79.1,Average Temperature,1926-07-01,7,1926,AL
1926-08-01,Alabama,80.3,Average Temperature,1926-08-01,8,1926,AL
1926-09-01,Alabama,79.0,Average Temperature,1926-09-01,9,1926,AL
1926-10-01,Alabama,66.0,Average Temperature,1926-10-01,10,1926,AL
1926-11-01,Alabama,49.4,Average Temperature,1926-11-01,11,1926,AL
1926-12-01,Alabama,50.4,Average Temperature,1926-12-01,12,1926,AL
1927-01-01,Alabama,47.8,Average Temperature,1927-01-01,1,1927,AL
1927-02-01,Alabama,57.7,Average Temperature,1927-02-01,2,1927,AL
1927-03-01,Alabama,56.0,Average Temperature,1927-03-01,3,1927,AL
1927-04-01,Alabama,67.6,Average Temperature,1927-04-01,4,1927,AL
1927-05-01,Alabama,72.6,Average Temperature,1927-05-01,5,1927,AL
1927-06-01,Alabama,78.0,Average Temperature,1927-06-01,6,1927,AL
1927-07-01,Alabama,80.6,Average Temperature,1927-07-01,7,1927,AL
1927-08-01,Alabama,78.0,Average Temperature,1927-08-01,8,1927,AL
1927-09-01,Alabama,77.1,Average Temperature,1927-09-01,9,1927,AL
1927-10-01,Alabama,66.5,Average Temperature,1927-10-01,10,1927,AL
1927-11-01,Alabama,59.3,Average Temperature,1927-11-01,11,1927,AL
1927-12-01,Alabama,45.8,Average Temperature,1927-12-01,12,1927,AL
1928-01-01,Alabama,44.0,Average Temperature,1928-01-01,1,1928,AL
1928-02-01,Alabama,47.3,Average Temperature,1928-02-01,2,1928,AL
1928-03-01,Alabama,55.2,Average Temperature,1928-03-01,3,1928,AL
1928-04-01,Alabama,59.2,Average Temperature,1928-04-01,4,1928,AL
1928-05-01,Alabama,69.1,Average Temperature,1928-05-01,5,1928,AL
1928-06-01,Alabama,75.8,Average Temperature,1928-06-01,6,1928,AL
1928-07-01,Alabama,80.5,Average Temperature,1928-07-01,7,1928,AL
1928-08-01,Alabama,80.6,Average Temperature,1928-08-01,8,1928,AL
1928-09-01,Alabama,72.9,Average Temperature,1928-09-01,9,1928,AL
1928-10-01,Alabama,67.2,Average Temperature,1928-10-01,10,1928,AL
1928-11-01,Alabama,52.3,Average Temperature,1928-11-01,11,1928,AL
1928-12-01,Alabama,45.7,Average Temperature,1928-12-01,12,1928,AL
1929-01-01,Alabama,48.1,Average Temperature,1929-01-01,1,1929,AL
1929-02-01,Alabama,45.4,Average Temperature,1929-02-01,2,1929,AL
1929-03-01,Alabama,58.7,Average Temperature,1929-03-01,3,1929,AL
1929-04-01,Alabama,66.4,Average Temperature,1929-04-01,4,1929,AL
1929-05-01,Alabama,71.1,Average Temperature,1929-05-01,5,1929,AL
1929-06-01,Alabama,77.0,Average Temperature,1929-06-01,6,1929,AL
1929-07-01,Alabama,79.8,Average Temperature,1929-07-01,7,1929,AL
1929-08-01,Alabama,79.9,Average Temperature,1929-08-01,8,1929,AL
1929-09-01,Alabama,74.4,Average Temperature,1929-09-01,9,1929,AL
1929-10-01,Alabama,62.3,Average Temperature,1929-10-01,10,1929,AL
1929-11-01,Alabama,53.9,Average Temperature,1929-11-01,11,1929,AL
1929-12-01,Alabama,44.2,Average Temperature,1929-12-01,12,1929,AL
1930-01-01,Alabama,44.8,Average Temperature,1930-01-01,1,1930,AL
1930-02-01,Alabama,53.1,Average Temperature,1930-02-01,2,1930,AL
1930-03-01,Alabama,51.6,Average Temperature,1930-03-01,3,1930,AL
1930-04-01,Alabama,64.6,Average Temperature,1930-04-01,4,1930,AL
1930-05-01,Alabama,72.3,Average Temperature,1930-05-01,5,1930,AL
1930-06-01,Alabama,76.8,Average Temperature,1930-06-01,6,1930,AL
1930-07-01,Alabama,83.4,Average Temperature,1930-07-01,7,1930,AL
1930-08-01,Alabama,79.1,Average Temperature,1930-08-01,8,1930,AL
1930-09-01,Alabama,76.4,Average Temperature,1930-09-01,9,1930,AL
1930-10-01,Alabama,61.5,Average Temperature,1930-10-01,10,1930,AL
1930-11-01,Alabama,52.9,Average Temperature,1930-11-01,11,1930,AL
1930-12-01,Alabama,42.7,Average Temperature,1930-12-01,12,1930,AL
1931-01-01,Alabama,43.7,Average Temperature,1931-01-01,1,1931,AL
1931-02-01,Alabama,48.9,Average Temperature,1931-02-01,2,1931,AL
1931-03-01,Alabama,49.1,Average Temperature,1931-03-01,3,1931,AL
1931-04-01,Alabama,60.8,Average Temperature,1931-04-01,4,1931,AL
1931-05-01,Alabama,67.9,Average Temperature,1931-05-01,5,1931,AL
1931-06-01,Alabama,79.2,Average Temperature,1931-06-01,6,1931,AL
1931-07-01,Alabama,81.2,Average Temperature,1931-07-01,7,1931,AL
1931-08-01,Alabama,77.4,Average Temperature,1931-08-01,8,1931,AL
1931-09-01,Alabama,78.9,Average Temperature,1931-09-01,9,1931,AL
1931-10-01,Alabama,67.5,Average Temperature,1931-10-01,10,1931,AL
1931-11-01,Alabama,59.7,Average Temperature,1931-11-01,11,1931,AL
1931-12-01,Alabama,54.3,Average Temperature,1931-12-01,12,1931,AL
1932-01-01,Alabama,51.9,Average Temperature,1932-01-01,1,1932,AL
1932-02-01,Alabama,56.9,Average Temperature,1932-02-01,2,1932,AL
1932-03-01,Alabama,50.7,Average Temperature,1932-03-01,3,1932,AL
1932-04-01,Alabama,63.9,Average Temperature,1932-04-01,4,1932,AL
1932-05-01,Alabama,69.4,Average Temperature,1932-05-01,5,1932,AL
1932-06-01,Alabama,78.5,Average Temperature,1932-06-01,6,1932,AL
1932-07-01,Alabama,82.4,Average Temperature,1932-07-01,7,1932,AL
1932-08-01,Alabama,80.2,Average Temperature,1932-08-01,8,1932,AL
1932-09-01,Alabama,74.3,Average Temperature,1932-09-01,9,1932,AL
1932-10-01,Alabama,62.0,Average Temperature,1932-10-01,10,1932,AL
1932-11-01,Alabama,48.9,Average Temperature,1932-11-01,11,1932,AL
1932-12-01,Alabama,49.1,Average Temperature,1932-12-01,12,1932,AL
1933-01-01,Alabama,51.4,Average Temperature,1933-01-01,1,1933,AL
1933-02-01,Alabama,48.1,Average Temperature,1933-02-01,2,1933,AL
1933-03-01,Alabama,54.9,Average Temperature,1933-03-01,3,1933,AL
1933-04-01,Alabama,62.0,Average Temperature,1933-04-01,4,1933,AL
1933-05-01,Alabama,75.6,Average Temperature,1933-05-01,5,1933,AL
1933-06-01,Alabama,78.0,Average Temperature,1933-06-01,6,1933,AL
1933-07-01,Alabama,79.0,Average Temperature,1933-07-01,7,1933,AL
1933-08-01,Alabama,79.6,Average Temperature,1933-08-01,8,1933,AL
1933-09-01,Alabama,78.8,Average Temperature,1933-09-01,9,1933,AL
1933-10-01,Alabama,65.2,Average Temperature,1933-10-01,10,1933,AL
1933-11-01,Alabama,53.7,Average Temperature,1933-11-01,11,1933,AL
1933-12-01,Alabama,54.9,Average Temperature,1933-12-01,12,1933,AL
1934-01-01,Alabama,48.3,Average Temperature,1934-01-01,1,1934,AL
1934-02-01,Alabama,43.8,Average Temperature,1934-02-01,2,1934,AL
1934-03-01,Alabama,53.0,Average Temperature,1934-03-01,3,1934,AL
1934-04-01,Alabama,63.4,Average Temperature,1934-04-01,4,1934,AL
1934-05-01,Alabama,71.2,Average Temperature,1934-05-01,5,1934,AL
1934-06-01,Alabama,79.4,Average Temperature,1934-06-01,6,1934,AL
1934-07-01,Alabama,81.2,Average Temperature,1934-07-01,7,1934,AL
1934-08-01,Alabama,80.1,Average Temperature,1934-08-01,8,1934,AL
1934-09-01,Alabama,74.0,Average Temperature,1934-09-01,9,1934,AL
1934-10-01,Alabama,65.8,Average Temperature,1934-10-01,10,1934,AL
1934-11-01,Alabama,55.8,Average Temperature,1934-11-01,11,1934,AL
1934-12-01,Alabama,44.8,Average Temperature,1934-12-01,12,1934,AL
1935-01-01,Alabama,46.7,Average Temperature,1935-01-01,1,1935,AL
1935-02-01,Alabama,48.5,Average Temperature,1935-02-01,2,1935,AL
1935-03-01,Alabama,60.4,Average Temperature,1935-03-01,3,1935,AL
1935-04-01,Alabama,63.7,Average Temperature,1935-04-01,4,1935,AL
1935-05-01,Alabama,71.9,Average Temperature,1935-05-01,5,1935,AL
1935-06-01,Alabama,76.3,Average Temperature,1935-06-01,6,1935,AL
1935-07-01,Alabama,80.6,Average Temperature,1935-07-01,7,1935,AL
1935-08-01,Alabama,80.9,Average Temperature,1935-08-01,8,1935,AL
1935-09-01,Alabama,74.1,Average Temperature,1935-09-01,9,1935,AL
1935-10-01,Alabama,66.0,Average Temperature,1935-10-01,10,1935,AL
1935-11-01,Alabama,54.7,Average Temperature,1935-11-01,11,1935,AL
1935-12-01,Alabama,39.1,Average Temperature,1935-12-01,12,1935,AL
1936-01-01,Alabama,43.1,Average Temperature,1936-01-01,1,1936,AL
1936-02-01,Alabama,44.5,Average Temperature,1936-02-01,2,1936,AL
1936-03-01,Alabama,58.3,Average Temperature,1936-03-01,3,1936,AL
1936-04-01,Alabama,61.2,Average Temperature,1936-04-01,4,1936,AL
1936-05-01,Alabama,72.7,Average Temperature,1936-05-01,5,1936,AL
1936-06-01,Alabama,80.3,Average Temperature,1936-06-01,6,1936,AL
1936-07-01,Alabama,81.2,Average Temperature,1936-07-01,7,1936,AL
1936-08-01,Alabama,80.2,Average Temperature,1936-08-01,8,1936,AL
1936-09-01,Alabama,77.7,Average Temperature,1936-09-01,9,1936,AL
1936-10-01,Alabama,66.0,Average Temperature,1936-10-01,10,1936,AL
1936-11-01,Alabama,51.8,Average Temperature,1936-11-01,11,1936,AL
1936-12-01,Alabama,48.7,Average Temperature,1936-12-01,12,1936,AL
1937-01-01,Alabama,57.0,Average Temperature,1937-01-01,1,1937,AL
1937-02-01,Alabama,47.5,Average Temperature,1937-02-01,2,1937,AL
1937-03-01,Alabama,52.1,Average Temperature,1937-03-01,3,1937,AL
1937-04-01,Alabama,62.5,Average Temperature,1937-04-01,4,1937,AL
1937-05-01,Alabama,72.2,Average Temperature,1937-05-01,5,1937,AL
1937-06-01,Alabama,79.6,Average Temperature,1937-06-01,6,1937,AL
1937-07-01,Alabama,79.4,Average Temperature,1937-07-01,7,1937,AL
1937-08-01,Alabama,80.3,Average Temperature,1937-08-01,8,1937,AL
1937-09-01,Alabama,72.8,Average Temperature,1937-09-01,9,1937,AL
1937-10-01,Alabama,61.8,Average Temperature,1937-10-01,10,1937,AL
1937-11-01,Alabama,50.1,Average Temperature,1937-11-01,11,1937,AL
1937-12-01,Alabama,45.4,Average Temperature,1937-12-01,12,1937,AL
1938-01-01,Alabama,46.2,Average Temperature,1938-01-01,1,1938,AL
1938-02-01,Alabama,54.0,Average Temperature,1938-02-01,2,1938,AL
1938-03-01,Alabama,62.0,Average Temperature,1938-03-01,3,1938,AL
1938-04-01,Alabama,63.0,Average Temperature,1938-04-01,4,1938,AL
1938-05-01,Alabama,72.1,Average Temperature,1938-05-01,5,1938,AL
1938-06-01,Alabama,76.6,Average Temperature,1938-06-01,6,1938,AL
1938-07-01,Alabama,79.8,Average Temperature,1938-07-01,7,1938,AL
1938-08-01,Alabama,80.8,Average Temperature,1938-08-01,8,1938,AL
1938-09-01,Alabama,74.2,Average Temperature,1938-09-01,9,1938,AL
1938-10-01,Alabama,65.2,Average Temperature,1938-10-01,10,1938,AL
1938-11-01,Alabama,54.8,Average Temperature,1938-11-01,11,1938,AL
1938-12-01,Alabama,45.8,Average Temperature,1938-12-01,12,1938,AL
1939-01-01,Alabama,48.8,Average Temperature,1939-01-01,1,1939,AL
1939-02-01,Alabama,51.7,Average Temperature,1939-02-01,2,1939,AL
1939-03-01,Alabama,57.8,Average Temperature,1939-03-01,3,1939,AL
1939-04-01,Alabama,61.4,Average Temperature,1939-04-01,4,1939,AL
1939-05-01,Alabama,70.0,Average Temperature,1939-05-01,5,1939,AL
1939-06-01,Alabama,78.3,Average Temperature,1939-06-01,6,1939,AL
1939-07-01,Alabama,80.1,Average Temperature,1939-07-01,7,1939,AL
1939-08-01,Alabama,77.8,Average Temperature,1939-08-01,8,1939,AL
1939-09-01,Alabama,76.4,Average Temperature,1939-09-01,9,1939,AL
1939-10-01,Alabama,65.5,Average Temperature,1939-10-01,10,1939,AL
1939-11-01,Alabama,50.9,Average Temperature,1939-11-01,11,1939,AL
1939-12-01,Alabama,47.8,Average Temperature,1939-12-01,12,1939,AL
1940-01-01,Alabama,32.1,Average Temperature,1940-01-01,1,1940,AL
1940-02-01,Alabama,44.4,Average Temperature,1940-02-01,2,1940,AL
1940-03-01,Alabama,53.9,Average Temperature,1940-03-01,3,1940,AL
1940-04-01,Alabama,61.3,Average Temperature,1940-04-01,4,1940,AL
1940-05-01,Alabama,68.0,Average Temperature,1940-05-01,5,1940,AL
1940-06-01,Alabama,76.4,Average Temperature,1940-06-01,6,1940,AL
1940-07-01,Alabama,77.9,Average Temperature,1940-07-01,7,1940,AL
1940-08-01,Alabama,79.6,Average Temperature,1940-08-01,8,1940,AL
1940-09-01,Alabama,72.6,Average Temperature,1940-09-01,9,1940,AL
1940-10-01,Alabama,64.7,Average Temperature,1940-10-01,10,1940,AL
1940-11-01,Alabama,53.1,Average Temperature,1940-11-01,11,1940,AL
1940-12-01,Alabama,50.1,Average Temperature,1940-12-01,12,1940,AL
1941-01-01,Alabama,46.2,Average Temperature,1941-01-01,1,1941,AL
1941-02-01,Alabama,42.7,Average Temperature,1941-02-01,2,1941,AL
1941-03-01,Alabama,49.0,Average Temperature,1941-03-01,3,1941,AL
1941-04-01,Alabama,64.8,Average Temperature,1941-04-01,4,1941,AL
1941-05-01,Alabama,72.7,Average Temperature,1941-05-01,5,1941,AL
1941-06-01,Alabama,78.0,Average Temperature,1941-06-01,6,1941,AL
1941-07-01,Alabama,80.0,Average Temperature,1941-07-01,7,1941,AL
1941-08-01,Alabama,80.1,Average Temperature,1941-08-01,8,1941,AL
1941-09-01,Alabama,77.3,Average Temperature,1941-09-01,9,1941,AL
1941-10-01,Alabama,70.9,Average Temperature,1941-10-01,10,1941,AL
1941-11-01,Alabama,52.8,Average Temperature,1941-11-01,11,1941,AL
1941-12-01,Alabama,48.7,Average Temperature,1941-12-01,12,1941,AL
1942-01-01,Alabama,42.5,Average Temperature,1942-01-01,1,1942,AL
1942-02-01,Alabama,43.2,Average Temperature,1942-02-01,2,1942,AL
1942-03-01,Alabama,53.9,Average Temperature,1942-03-01,3,1942,AL
1942-04-01,Alabama,63.6,Average Temperature,1942-04-01,4,1942,AL
1942-05-01,Alabama,70.5,Average Temperature,1942-05-01,5,1942,AL
1942-06-01,Alabama,77.8,Average Temperature,1942-06-01,6,1942,AL
1942-07-01,Alabama,80.3,Average Temperature,1942-07-01,7,1942,AL
1942-08-01,Alabama,77.8,Average Temperature,1942-08-01,8,1942,AL
1942-09-01,Alabama,72.4,Average Temperature,1942-09-01,9,1942,AL
1942-10-01,Alabama,64.6,Average Temperature,1942-10-01,10,1942,AL
1942-11-01,Alabama,56.0,Average Temperature,1942-11-01,11,1942,AL
1942-12-01,Alabama,47.4,Average Temperature,1942-12-01,12,1942,AL
1943-01-01,Alabama,47.7,Average Temperature,1943-01-01,1,1943,AL
1943-02-01,Alabama,49.4,Average Temperature,1943-02-01,2,1943,AL
1943-03-01,Alabama,52.8,Average Temperature,1943-03-01,3,1943,AL
1943-04-01,Alabama,62.9,Average Temperature,1943-04-01,4,1943,AL
1943-05-01,Alabama,73.3,Average Temperature,1943-05-01,5,1943,AL
1943-06-01,Alabama,80.9,Average Temperature,1943-06-01,6,1943,AL
1943-07-01,Alabama,81.1,Average Temperature,1943-07-01,7,1943,AL
1943-08-01,Alabama,81.4,Average Temperature,1943-08-01,8,1943,AL
1943-09-01,Alabama,71.7,Average Temperature,1943-09-01,9,1943,AL
1943-10-01,Alabama,61.5,Average Temperature,1943-10-01,10,1943,AL
1943-11-01,Alabama,50.8,Average Temperature,1943-11-01,11,1943,AL
1943-12-01,Alabama,45.4,Average Temperature,1943-12-01,12,1943,AL
1944-01-01,Alabama,45.2,Average Temperature,1944-01-01,1,1944,AL
1944-02-01,Alabama,54.0,Average Temperature,1944-02-01,2,1944,AL
1944-03-01,Alabama,56.0,Average Temperature,1944-03-01,3,1944,AL
1944-04-01,Alabama,61.6,Average Temperature,1944-04-01,4,1944,AL
1944-05-01,Alabama,72.1,Average Temperature,1944-05-01,5,1944,AL
1944-06-01,Alabama,80.2,Average Temperature,1944-06-01,6,1944,AL
1944-07-01,Alabama,79.3,Average Temperature,1944-07-01,7,1944,AL
1944-08-01,Alabama,78.8,Average Temperature,1944-08-01,8,1944,AL
1944-09-01,Alabama,75.3,Average Temperature,1944-09-01,9,1944,AL
1944-10-01,Alabama,63.0,Average Temperature,1944-10-01,10,1944,AL
1944-11-01,Alabama,53.4,Average Temperature,1944-11-01,11,1944,AL
1944-12-01,Alabama,44.4,Average Temperature,1944-12-01,12,1944,AL
1945-01-01,Alabama,44.8,Average Temperature,1945-01-01,1,1945,AL
1945-02-01,Alabama,51.4,Average Temperature,1945-02-01,2,1945,AL
1945-03-01,Alabama,63.4,Average Temperature,1945-03-01,3,1945,AL
1945-04-01,Alabama,65.4,Average Temperature,1945-04-01,4,1945,AL
1945-05-01,Alabama,68.4,Average Temperature,1945-05-01,5,1945,AL
1945-06-01,Alabama,78.2,Average Temperature,1945-06-01,6,1945,AL
1945-07-01,Alabama,79.4,Average Temperature,1945-07-01,7,1945,AL
1945-08-01,Alabama,79.4,Average Temperature,1945-08-01,8,1945,AL
1945-09-01,Alabama,77.1,Average Temperature,1945-09-01,9,1945,AL
1945-10-01,Alabama,62.6,Average Temperature,1945-10-01,10,1945,AL
1945-11-01,Alabama,55.6,Average Temperature,1945-11-01,11,1945,AL
1945-12-01,Alabama,40.5,Average Temperature,1945-12-01,12,1945,AL
1946-01-01,Alabama,46.5,Average Temperature,1946-01-01,1,1946,AL
1946-02-01,Alabama,49.8,Average Temperature,1946-02-01,2,1946,AL
1946-03-01,Alabama,59.9,Average Temperature,1946-03-01,3,1946,AL
1946-04-01,Alabama,65.9,Average Temperature,1946-04-01,4,1946,AL
1946-05-01,Alabama,69.8,Average Temperature,1946-05-01,5,1946,AL
1946-06-01,Alabama,75.7,Average Temperature,1946-06-01,6,1946,AL
1946-07-01,Alabama,78.6,Average Temperature,1946-07-01,7,1946,AL
1946-08-01,Alabama,77.3,Average Temperature,1946-08-01,8,1946,AL
1946-09-01,Alabama,72.4,Average Temperature,1946-09-01,9,1946,AL
1946-10-01,Alabama,63.8,Average Temperature,1946-10-01,10,1946,AL
1946-11-01,Alabama,59.3,Average Temperature,1946-11-01,11,1946,AL
1946-12-01,Alabama,50.3,Average Temperature,1946-12-01,12,1946,AL
1947-01-01,Alabama,49.3,Average Temperature,1947-01-01,1,1947,AL
1947-02-01,Alabama,41.1,Average Temperature,1947-02-01,2,1947,AL
1947-03-01,Alabama,48.7,Average Temperature,1947-03-01,3,1947,AL
1947-04-01,Alabama,65.0,Average Temperature,1947-04-01,4,1947,AL
1947-05-01,Alabama,69.5,Average Temperature,1947-05-01,5,1947,AL
1947-06-01,Alabama,76.7,Average Temperature,1947-06-01,6,1947,AL
1947-07-01,Alabama,76.9,Average Temperature,1947-07-01,7,1947,AL
1947-08-01,Alabama,80.6,Average Temperature,1947-08-01,8,1947,AL
1947-09-01,Alabama,76.1,Average Temperature,1947-09-01,9,1947,AL
1947-10-01,Alabama,68.9,Average Temperature,1947-10-01,10,1947,AL
1947-11-01,Alabama,51.8,Average Temperature,1947-11-01,11,1947,AL
1947-12-01,Alabama,47.2,Average Temperature,1947-12-01,12,1947,AL
1948-01-01,Alabama,38.5,Average Temperature,1948-01-01,1,1948,AL
1948-02-01,Alabama,50.2,Average Temperature,1948-02-01,2,1948,AL
1948-03-01,Alabama,57.9,Average Temperature,1948-03-01,3,1948,AL
1948-04-01,Alabama,66.7,Average Temperature,1948-04-01,4,1948,AL
1948-05-01,Alabama,71.3,Average Temperature,1948-05-01,5,1948,AL
1948-06-01,Alabama,78.8,Average Temperature,1948-06-01,6,1948,AL
1948-07-01,Alabama,80.5,Average Temperature,1948-07-01,7,1948,AL
1948-08-01,Alabama,78.4,Average Temperature,1948-08-01,8,1948,AL
1948-09-01,Alabama,72.5,Average Temperature,1948-09-01,9,1948,AL
1948-10-01,Alabama,61.0,Average Temperature,1948-10-01,10,1948,AL
1948-11-01,Alabama,55.5,Average Temperature,1948-11-01,11,1948,AL
1948-12-01,Alabama,49.5,Average Temperature,1948-12-01,12,1948,AL
1949-01-01,Alabama,52.7,Average Temperature,1949-01-01,1,1949,AL
1949-02-01,Alabama,52.6,Average Temperature,1949-02-01,2,1949,AL
1949-03-01,Alabama,53.7,Average Temperature,1949-03-01,3,1949,AL
1949-04-01,Alabama,61.4,Average Temperature,1949-04-01,4,1949,AL
1949-05-01,Alabama,72.1,Average Temperature,1949-05-01,5,1949,AL
1949-06-01,Alabama,77.2,Average Temperature,1949-06-01,6,1949,AL
1949-07-01,Alabama,80.3,Average Temperature,1949-07-01,7,1949,AL
1949-08-01,Alabama,78.9,Average Temperature,1949-08-01,8,1949,AL
1949-09-01,Alabama,72.4,Average Temperature,1949-09-01,9,1949,AL
1949-10-01,Alabama,69.0,Average Temperature,1949-10-01,10,1949,AL
1949-11-01,Alabama,51.8,Average Temperature,1949-11-01,11,1949,AL
1949-12-01,Alabama,48.6,Average Temperature,1949-12-01,12,1949,AL
1950-01-01,Alabama,58.9,Average Temperature,1950-01-01,1,1950,AL
1950-02-01,Alabama,53.2,Average Temperature,1950-02-01,2,1950,AL
1950-03-01,Alabama,52.2,Average Temperature,1950-03-01,3,1950,AL
1950-04-01,Alabama,59.2,Average Temperature,1950-04-01,4,1950,AL
1950-05-01,Alabama,73.7,Average Temperature,1950-05-01,5,1950,AL
1950-06-01,Alabama,77.6,Average Temperature,1950-06-01,6,1950,AL
1950-07-01,Alabama,77.5,Average Temperature,1950-07-01,7,1950,AL
1950-08-01,Alabama,77.1,Average Temperature,1950-08-01,8,1950,AL
1950-09-01,Alabama,72.1,Average Temperature,1950-09-01,9,1950,AL
1950-10-01,Alabama,66.1,Average Temperature,1950-10-01,10,1950,AL
1950-11-01,Alabama,48.6,Average Temperature,1950-11-01,11,1950,AL
1950-12-01,Alabama,41.2,Average Temperature,1950-12-01,12,1950,AL
1951-01-01,Alabama,46.8,Average Temperature,1951-01-01,1,1951,AL
1951-02-01,Alabama,49.3,Average Temperature,1951-02-01,2,1951,AL
1951-03-01,Alabama,56.1,Average Temperature,1951-03-01,3,1951,AL
1951-04-01,Alabama,61.1,Average Temperature,1951-04-01,4,1951,AL
1951-05-01,Alabama,70.2,Average Temperature,1951-05-01,5,1951,AL
1951-06-01,Alabama,78.4,Average Temperature,1951-06-01,6,1951,AL
1951-07-01,Alabama,80.8,Average Temperature,1951-07-01,7,1951,AL
1951-08-01,Alabama,82.4,Average Temperature,1951-08-01,8,1951,AL
1951-09-01,Alabama,75.6,Average Temperature,1951-09-01,9,1951,AL
1951-10-01,Alabama,65.9,Average Temperature,1951-10-01,10,1951,AL
1951-11-01,Alabama,48.7,Average Temperature,1951-11-01,11,1951,AL
1951-12-01,Alabama,49.9,Average Temperature,1951-12-01,12,1951,AL
1952-01-01,Alabama,52.4,Average Temperature,1952-01-01,1,1952,AL
1952-02-01,Alabama,51.1,Average Temperature,1952-02-01,2,1952,AL
1952-03-01,Alabama,53.3,Average Temperature,1952-03-01,3,1952,AL
1952-04-01,Alabama,61.0,Average Temperature,1952-04-01,4,1952,AL
1952-05-01,Alabama,71.5,Average Temperature,1952-05-01,5,1952,AL
